,signal_present,signal_type,trial_num,button_position,subject_number,responses,rt,correct_resp
0,1,60,0,left,std_18,1,3658.837,1
1,1,10,1,left,std_18,0,3499.591,0
2,1,10,2,left,std_18,0,1496.131,0
3,1,15,3,left,std_18,0,1166.189,0
4,0,0,4,left,std_18,0,1023.672,1
5,1,60,5,left,std_18,1,1598.395,1
6,0,0,6,left,std_18,0,1452.453,1
7,1,60,7,left,std_18,1,1683.5500000000004,1
8,1,25,8,left,std_18,1,1547.283,1
9,1,15,9,left,std_18,0,1612.67,0
10,0,0,10,left,std_18,0,1255.61,1
11,0,0,11,left,std_18,0,1120.237,1
12,0,0,12,left,std_18,0,1052.748,1
13,0,0,13,left,std_18,0,1042.874,1
14,1,15,14,left,std_18,0,1224.0510000000002,0
15,1,10,15,left,std_18,0,1086.648,0
16,0,0,16,left,std_18,0,1109.645,1
17,0,0,17,left,std_18,0,1079.945,1
18,0,0,18,left,std_18,0,1263.86,1
19,0,0,19,left,std_18,0,1440.399,1
20,1,25,20,left,std_18,0,2607.178000000001,0
21,0,0,21,left,std_18,0,1020.709,1
22,0,0,22,left,std_18,0,1054.9109999999996,1
23,1,60,23,left,std_18,1,1624.4660000000001,1
24,1,60,24,left,std_18,1,1235.362,1
25,0,0,25,left,std_18,0,1560.356,1
26,1,60,26,left,std_18,1,1838.983,1
27,1,10,27,left,std_18,0,1579.121,0
28,1,60,28,left,std_18,1,1710.5629999999999,1
29,0,0,29,left,std_18,0,1572.5410000000002,1
30,1,15,30,left,std_18,0,955.613,0
31,1,25,31,left,std_18,0,1631.5829999999999,0
32,0,0,32,left,std_18,0,1018.025,1
33,0,0,33,left,std_18,0,1000.6419999999999,1
34,0,0,34,left,std_18,0,1083.889,1
35,1,60,35,left,std_18,1,1702.088,1
36,1,25,36,left,std_18,0,1561.156,0
37,1,25,37,left,std_18,0,1313.943,0
38,0,0,38,left,std_18,0,1062.513,1
39,1,10,39,left,std_18,0,1207.1589999999999,0
40,0,0,40,left,std_18,0,1204.267,1
41,1,25,41,left,std_18,0,1257.154,0
42,1,25,42,left,std_18,0,2381.229,0
43,1,60,43,left,std_18,1,1587.296,1
44,1,10,44,left,std_18,0,1495.515,0
45,1,25,45,left,std_18,0,1051.347,0
46,1,25,46,left,std_18,0,1378.836,0
47,0,0,47,left,std_18,0,1065.51,1
48,0,0,48,left,std_18,0,1191.682,1
49,0,0,49,left,std_18,0,1249.085,1
50,1,10,50,left,std_18,0,1329.287,0
51,1,25,51,left,std_18,0,978.342,0
