,signal_present,signal_type,trial_num,button_position,subject_number,responses,rt,correct_resp
0,1,60,0,left,std_5,1,6991.2840000000015,1
1,1,10,1,left,std_5,0,2665.21,0
2,1,10,2,left,std_5,0,1682.308,0
3,1,15,3,left,std_5,0,1512.275,0
4,0,0,4,left,std_5,0,2217.154,1
5,1,60,5,left,std_5,1,1902.364,1
6,0,0,6,left,std_5,0,4532.288000000001,1
7,1,60,7,left,std_5,1,2366.589,1
8,1,25,8,left,std_5,1,1668.474,1
9,1,15,9,left,std_5,0,3926.824,0
10,0,0,10,left,std_5,0,1994.166,1
11,0,0,11,left,std_5,0,2226.396,1
12,0,0,12,left,std_5,0,1749.5320000000004,1
13,0,0,13,left,std_5,0,1744.9370000000001,1
14,1,15,14,left,std_5,0,3516.39,0
15,1,10,15,left,std_5,0,1574.7199999999998,0
16,0,0,16,left,std_5,0,2125.100000000001,1
17,0,0,17,left,std_5,0,1442.431,1
18,0,0,18,left,std_5,0,1397.2779999999998,1
19,0,0,19,left,std_5,0,1666.135,1
20,1,25,20,left,std_5,1,5344.111999999999,1
21,0,0,21,left,std_5,1,2316.824,0
22,0,0,22,left,std_5,0,2255.73,1
23,1,60,23,left,std_5,1,1530.0770000000002,1
24,1,60,24,left,std_5,1,2100.2960000000007,1
25,0,0,25,left,std_5,0,2685.009,1
26,1,60,26,left,std_5,1,4086.847,1
27,1,10,27,left,std_5,0,1784.2920000000001,0
28,1,60,28,left,std_5,1,1789.7479999999996,1
29,0,0,29,left,std_5,0,3192.12,1
30,1,15,30,left,std_5,0,3550.5440000000003,0
31,1,25,31,left,std_5,1,2512.166,1
32,0,0,32,left,std_5,0,5323.563,1
33,0,0,33,left,std_5,0,1586.7879999999998,1
34,0,0,34,left,std_5,0,1817.411,1
35,1,60,35,left,std_5,1,2523.255,1
36,1,25,36,left,std_5,1,1915.255,1
37,1,25,37,left,std_5,1,1795.231,1
38,0,0,38,left,std_5,0,1708.7220000000002,1
39,1,10,39,left,std_5,0,1919.198,0
40,0,0,40,left,std_5,0,2068.231,1
41,1,25,41,left,std_5,1,2212.023,1
42,1,25,42,left,std_5,1,2101.07,1
43,1,60,43,left,std_5,1,1247.913,1
44,1,10,44,left,std_5,0,1955.007,0
45,1,25,45,left,std_5,1,1945.473,1
46,1,25,46,left,std_5,1,1705.634,1
47,0,0,47,left,std_5,0,1708.6950000000004,1
48,0,0,48,left,std_5,0,3200.897,1
49,0,0,49,left,std_5,0,1799.257,1
50,1,10,50,left,std_5,0,1759.66,0
51,1,25,51,left,std_5,0,4951.3009999999995,0
52,0,0,52,left,std_5,0,2156.128,1
53,0,0,53,left,std_5,0,5369.741999999998,1
54,1,25,54,left,std_5,1,4543.682000000002,1
55,0,0,55,left,std_5,0,4092.712,1
56,0,0,56,left,std_5,0,3010.862,1
