,signal_present,signal_type,trial_num,button_position,subject_number,responses,rt,correct_resp
0,1,60,0,left,std_4,1,22178.151,1
1,1,10,1,left,std_4,0,4500.389,0
2,1,10,2,left,std_4,0,1742.8010000000002,0
3,1,15,3,left,std_4,0,2051.87,0
4,0,0,4,left,std_4,0,1988.749,1
5,1,60,5,left,std_4,1,1731.1960000000001,1
6,0,0,6,left,std_4,0,3481.664,1
7,1,60,7,left,std_4,1,1610.489,1
8,1,25,8,left,std_4,1,1408.1570000000004,1
9,1,15,9,left,std_4,0,1649.599,0
10,0,0,10,left,std_4,0,3176.614,1
11,0,0,11,left,std_4,0,1629.98,1
12,0,0,12,left,std_4,0,3351.7009999999996,1
13,0,0,13,left,std_4,0,1397.74,1
14,1,15,14,left,std_4,0,1867.059,0
15,1,10,15,left,std_4,0,1698.757,0
16,0,0,16,left,std_4,0,1354.63,1
17,0,0,17,left,std_4,0,1577.165,1
18,0,0,18,left,std_4,0,2125.458,1
19,0,0,19,left,std_4,0,1327.6319999999996,1
20,1,25,20,left,std_4,0,1978.986,0
21,0,0,21,left,std_4,0,2580.03,1
22,0,0,22,left,std_4,0,2315.640000000001,1
23,1,60,23,left,std_4,1,2224.554,1
24,1,60,24,left,std_4,1,993.9119999999999,1
25,0,0,25,left,std_4,0,1547.036,1
26,1,60,26,left,std_4,1,2597.541,1
27,1,10,27,left,std_4,0,1952.224,0
28,1,60,28,left,std_4,1,1667.76,1
29,0,0,29,left,std_4,0,1454.095,1
30,1,15,30,left,std_4,0,1354.557,0
31,1,25,31,left,std_4,0,1420.585,0
32,0,0,32,left,std_4,0,1540.037,1
33,0,0,33,left,std_4,0,1276.63,1
34,0,0,34,left,std_4,0,1269.161,1
35,1,60,35,left,std_4,1,1659.6740000000002,1
36,1,25,36,left,std_4,0,1841.626,0
37,1,25,37,left,std_4,0,2763.467,0
38,0,0,38,left,std_4,0,1494.524,1
39,1,10,39,left,std_4,0,1838.0179999999998,0
40,0,0,40,left,std_4,0,1310.17,1
41,1,25,41,left,std_4,0,2813.008,0
42,1,25,42,left,std_4,0,1706.441,0
43,1,60,43,left,std_4,1,1443.1660000000002,1
44,1,10,44,left,std_4,0,1529.2089999999998,0
45,1,25,45,left,std_4,0,1883.6670000000001,0
46,1,25,46,left,std_4,0,2271.703,0
47,0,0,47,left,std_4,0,1365.815,1
48,0,0,48,left,std_4,0,1518.9979999999998,1
49,0,0,49,left,std_4,0,1633.404,1
50,1,10,50,left,std_4,0,1305.452,0
