,signal_present,signal_type,trial_num,button_position,subject_number,responses,rt,correct_resp
0,1,60,0,right,std_9,1,66715.918,1
1,1,10,1,right,std_9,0,2142.112,0
2,1,10,2,right,std_9,0,3190.3340000000003,0
3,1,15,3,right,std_9,0,3086.047,0
4,0,0,4,right,std_9,0,2978.7690000000002,1
5,1,60,5,right,std_9,1,4474.504,1
6,0,0,6,right,std_9,1,1875.655,0
7,1,60,7,right,std_9,1,1079.016,1
8,1,25,8,right,std_9,1,1490.793,1
9,1,15,9,right,std_9,1,5079.835,1
10,0,0,10,right,std_9,0,2070.011,1
11,0,0,11,right,std_9,0,2880.718,1
12,0,0,12,right,std_9,0,1009.334,1
13,0,0,13,right,std_9,0,1102.278,1
14,1,15,14,right,std_9,1,6719.139,1
15,1,10,15,right,std_9,0,1624.434,0
16,0,0,16,right,std_9,1,6111.44,0
17,0,0,17,right,std_9,0,1621.885,1
18,0,0,18,right,std_9,0,1112.338,1
19,0,0,19,right,std_9,1,3835.988,0
20,1,25,20,right,std_9,0,2281.65,0
21,0,0,21,right,std_9,1,1786.533,0
22,0,0,22,right,std_9,1,5497.484,0
23,1,60,23,right,std_9,1,1398.973,1
24,1,60,24,right,std_9,1,1074.756,1
25,0,0,25,right,std_9,0,1622.5020000000004,1
26,1,60,26,right,std_9,1,3678.367,1
27,1,10,27,right,std_9,0,2342.4570000000003,0
28,1,60,28,right,std_9,1,2030.5910000000001,1
29,0,0,29,right,std_9,0,4378.1860000000015,1
30,1,15,30,right,std_9,0,1799.6080000000004,0
31,1,25,31,right,std_9,1,2464.9629999999997,1
32,0,0,32,right,std_9,0,5458.807,1
33,0,0,33,right,std_9,0,1121.133,1
34,0,0,34,right,std_9,0,1102.745,1
35,1,60,35,right,std_9,1,2627.525,1
36,1,25,36,right,std_9,1,2153.6040000000007,1
37,1,25,37,right,std_9,1,1836.2520000000002,1
38,0,0,38,right,std_9,0,1605.253,1
39,1,10,39,right,std_9,0,4682.531,0
40,0,0,40,right,std_9,0,1042.0069999999996,1
41,1,25,41,right,std_9,1,1876.9620000000002,1
42,1,25,42,right,std_9,1,1990.963,1
43,1,60,43,right,std_9,1,4711.196,1
44,1,10,44,right,std_9,0,1926.12,0
45,1,25,45,right,std_9,1,1794.6889999999999,1
46,1,25,46,right,std_9,1,3475.5890000000004,1
47,0,0,47,right,std_9,0,1470.785,1
48,0,0,48,right,std_9,0,992.313,1
49,0,0,49,right,std_9,0,1491.4019999999996,1
50,1,10,50,right,std_9,0,4407.913,0
51,1,25,51,right,std_9,0,1226.049,0
52,0,0,52,right,std_9,0,1109.447,1
53,0,0,53,right,std_9,0,1131.607,1
54,1,25,54,right,std_9,1,6740.344,1
55,0,0,55,right,std_9,0,2581.067,1
56,0,0,56,right,std_9,0,4531.083,1
57,0,0,57,right,std_9,0,3147.994,1
58,0,0,58,right,std_9,0,3538.242,1
59,1,25,59,right,std_9,1,2667.3059999999996,1
60,1,10,60,right,std_9,0,3186.135,0
61,1,15,61,right,std_9,0,4363.765,0
62,1,15,62,right,std_9,0,7476.17,0
63,1,15,63,right,std_9,0,2981.035,0
64,0,0,64,right,std_9,0,7078.7119999999995,1
65,1,10,65,right,std_9,0,1954.241,0
66,0,0,66,right,std_9,0,1437.2420000000002,1
67,0,0,67,right,std_9,0,1091.313,1
68,1,60,68,right,std_9,1,1939.591,1
69,0,0,69,right,std_9,0,3742.397,1
70,1,60,70,right,std_9,1,1780.086,1
71,0,0,71,right,std_9,0,1402.909,1
72,0,0,72,right,std_9,0,6017.816999999999,1
73,0,0,73,right,std_9,0,1658.849,1
74,1,10,74,right,std_9,0,1738.765,0
75,1,15,75,right,std_9,0,5389.27,0
76,1,10,76,right,std_9,0,1048.35,0
77,0,0,77,right,std_9,0,1138.45,1
78,0,0,78,right,std_9,0,5228.678000000001,1
79,1,25,79,right,std_9,0,1811.41,0
80,0,0,80,right,std_9,0,2034.865,1
81,1,60,81,right,std_9,1,3784.975,1
82,0,0,82,right,std_9,0,3311.521,1
83,0,0,83,right,std_9,0,1122.111,1
84,0,0,84,right,std_9,0,1701.786,1
85,0,0,85,right,std_9,1,12272.973999999998,0
86,1,15,86,right,std_9,0,1941.256,0
87,1,25,87,right,std_9,0,7994.009,0
88,1,10,88,right,std_9,0,2311.038,0
89,1,60,89,right,std_9,1,3275.801,1
90,0,0,90,right,std_9,0,1907.469,1
91,0,0,91,right,std_9,0,1133.4589999999998,1
92,0,0,92,right,std_9,0,4760.583,1
93,1,25,93,right,std_9,1,4151.798000000002,1
94,1,60,94,right,std_9,1,1664.7240000000004,1
95,1,10,95,right,std_9,0,5225.9259999999995,0
96,0,0,96,right,std_9,0,7918.733999999998,1
97,0,0,97,right,std_9,0,4580.6720000000005,1
98,0,0,98,right,std_9,0,4540.544,1
99,0,0,99,right,std_9,0,1491.737,1
100,0,0,100,right,std_9,0,1196.876,1
101,0,0,101,right,std_9,0,1119.8110000000001,1
102,1,25,102,right,std_9,1,4789.723,1
103,0,0,103,right,std_9,0,7693.741,1
104,1,10,104,right,std_9,0,3190.673,0
105,1,15,105,right,std_9,0,1332.9979999999996,0
106,1,15,106,right,std_9,0,986.0160000000001,0
107,0,0,107,right,std_9,0,990.035,1
108,1,15,108,right,std_9,0,3443.179,0
109,0,0,109,right,std_9,0,4563.558999999998,1
110,0,0,110,right,std_9,0,1394.477,1
111,1,10,111,right,std_9,0,2306.219,0
112,0,0,112,right,std_9,0,3953.012,1
113,0,0,113,right,std_9,0,4807.6320000000005,1
114,0,0,114,right,std_9,0,2003.3039999999999,1
115,0,0,115,right,std_9,0,2478.8540000000007,1
116,0,0,116,right,std_9,0,1683.48,1
117,1,25,117,right,std_9,0,2695.558,0
118,0,0,118,right,std_9,0,4176.999000000002,1
119,1,60,119,right,std_9,1,1794.7979999999998,1
120,0,0,120,right,std_9,0,5441.368,1
121,0,0,121,right,std_9,0,6949.405,1
122,1,25,122,right,std_9,0,1913.9270000000001,0
123,0,0,123,right,std_9,0,9108.607,1
124,1,60,124,right,std_9,1,2045.715,1
