,signal_present,signal_type,trial_num,button_position,subject_number,responses,rt,correct_resp
0,1,60,0,left,std_6,1,9065.02,1
1,1,10,1,left,std_6,0,5141.373,0
2,1,10,2,left,std_6,0,18875.086,0
3,1,15,3,left,std_6,0,2444.703,0
4,0,0,4,left,std_6,0,2815.6020000000008,1
5,1,60,5,left,std_6,0,1759.5400000000004,0
6,0,0,6,left,std_6,0,3267.993,1
7,1,60,7,left,std_6,1,1369.8329999999999,1
8,1,25,8,left,std_6,1,1802.5479999999998,1
9,1,15,9,left,std_6,1,2695.3459999999995,1
10,0,0,10,left,std_6,0,2040.986,1
11,0,0,11,left,std_6,0,1741.7089999999998,1
12,0,0,12,left,std_6,0,1824.0079999999998,1
13,0,0,13,left,std_6,0,1569.3139999999999,1
14,1,15,14,left,std_6,1,11441.256000000001,1
15,1,10,15,left,std_6,0,2389.698000000001,0
16,0,0,16,left,std_6,0,2114.899,1
17,0,0,17,left,std_6,0,2497.504000000001,1
18,0,0,18,left,std_6,0,10285.5,1
19,0,0,19,left,std_6,0,3380.8779999999997,1
20,1,25,20,left,std_6,1,2237.317,1
21,0,0,21,left,std_6,0,5755.878000000001,1
22,0,0,22,left,std_6,0,3284.3959999999997,1
23,1,60,23,left,std_6,1,2911.295,1
24,1,60,24,left,std_6,1,1668.852,1
25,0,0,25,left,std_6,0,3227.24,1
26,1,60,26,left,std_6,1,1693.6779999999999,1
27,1,10,27,left,std_6,0,1885.915,0
28,1,60,28,left,std_6,1,2138.935,1
29,0,0,29,left,std_6,0,3326.132,1
30,1,15,30,left,std_6,1,3590.59,1
31,1,25,31,left,std_6,1,1812.882,1
32,0,0,32,left,std_6,0,2205.9500000000007,1
33,0,0,33,left,std_6,0,2096.055,1
34,0,0,34,left,std_6,0,2853.183,1
35,1,60,35,left,std_6,1,1690.054,1
36,1,25,36,left,std_6,1,1526.2060000000001,1
37,1,25,37,left,std_6,1,1729.0610000000001,1
38,0,0,38,left,std_6,0,2333.1,1
39,1,10,39,left,std_6,0,2477.679,0
