,signal_present,signal_type,trial_num,button_position,subject_number,responses,rt,correct_resp
0,1,60,0,right,std_2,1,17487.177,1
1,1,10,1,right,std_2,0,2688.321000000001,0
2,1,10,2,right,std_2,0,1951.803,0
3,1,15,3,right,std_2,0,7914.149,0
4,0,0,4,right,std_2,0,2919.965,1
5,1,60,5,right,std_2,1,1820.28,1
6,0,0,6,right,std_2,0,2978.353,1
7,1,60,7,right,std_2,1,1433.6760000000002,1
8,1,25,8,right,std_2,1,1153.575,1
9,1,15,9,right,std_2,1,3854.329,1
10,0,0,10,right,std_2,0,2357.431,1
11,0,0,11,right,std_2,0,1989.204,1
12,0,0,12,right,std_2,0,3063.788,1
13,0,0,13,right,std_2,0,1805.329,1
14,1,15,14,right,std_2,0,2554.776,0
15,1,10,15,right,std_2,1,2602.67,1
16,0,0,16,right,std_2,0,1648.487,1
17,0,0,17,right,std_2,0,4293.758000000002,1
18,0,0,18,right,std_2,0,6796.366,1
19,0,0,19,right,std_2,0,2415.095,1
20,1,25,20,right,std_2,1,2318.592,1
21,0,0,21,right,std_2,0,2390.295,1
22,0,0,22,right,std_2,0,3703.028,1
23,1,60,23,right,std_2,1,1755.9460000000001,1
24,1,60,24,right,std_2,1,4614.277,1
25,0,0,25,right,std_2,0,2252.48,1
26,1,60,26,right,std_2,1,1644.244,1
27,1,10,27,right,std_2,0,3069.841,0
28,1,60,28,right,std_2,1,1486.4109999999996,1
29,0,0,29,right,std_2,0,1656.658,1
30,1,15,30,right,std_2,0,1728.631,0
31,1,25,31,right,std_2,1,4822.1320000000005,1
32,0,0,32,right,std_2,0,2549.827,1
33,0,0,33,right,std_2,0,1898.727,1
34,0,0,34,right,std_2,0,1221.093,1
35,1,60,35,right,std_2,1,1576.751,1
36,1,25,36,right,std_2,1,1156.474,1
37,1,25,37,right,std_2,1,1560.396,1
38,0,0,38,right,std_2,0,1459.594,1
39,1,10,39,right,std_2,0,1695.352,0
40,0,0,40,right,std_2,0,1245.089,1
41,1,25,41,right,std_2,1,1753.12,1
42,1,25,42,right,std_2,0,4744.298,0
43,1,60,43,right,std_2,1,1433.8970000000002,1
44,1,10,44,right,std_2,0,1806.26,0
45,1,25,45,right,std_2,1,3908.539,1
46,1,25,46,right,std_2,0,1861.4560000000001,0
47,0,0,47,right,std_2,0,7505.391,1
48,0,0,48,right,std_2,0,291.487,1
