,signal_present,signal_type,trial_num,button_position,subject_number,responses,rt,correct_resp
0,1,60,0,right,std_1,1,8361.029,1
1,1,10,1,right,std_1,0,2669.968,0
2,1,10,2,right,std_1,0,1665.602,0
3,1,15,3,right,std_1,1,3066.9709999999995,1
4,0,0,4,right,std_1,0,2037.089,1
5,1,60,5,right,std_1,1,2014.614,1
6,0,0,6,right,std_1,0,2143.715,1
7,1,60,7,right,std_1,1,1693.4520000000002,1
8,1,25,8,right,std_1,1,1471.4979999999998,1
9,1,15,9,right,std_1,0,4473.923,0
10,0,0,10,right,std_1,0,1317.994,1
11,0,0,11,right,std_1,0,3990.297,1
12,0,0,12,right,std_1,0,1688.996,1
13,0,0,13,right,std_1,0,1373.74,1
14,1,15,14,right,std_1,0,1259.899,0
15,1,10,15,right,std_1,0,2528.1220000000008,0
16,0,0,16,right,std_1,0,1108.746,1
17,0,0,17,right,std_1,0,1753.665,1
18,0,0,18,right,std_1,0,1512.536,1
19,0,0,19,right,std_1,0,1572.2379999999998,1
20,1,25,20,right,std_1,0,1414.8370000000002,0
21,0,0,21,right,std_1,1,1918.031,0
22,0,0,22,right,std_1,1,1622.776,0
23,1,60,23,right,std_1,1,1395.661,1
24,1,60,24,right,std_1,1,1421.2079999999999,1
25,0,0,25,right,std_1,0,1714.045,1
26,1,60,26,right,std_1,1,1701.253,1
27,1,10,27,right,std_1,0,2303.456,0
28,1,60,28,right,std_1,1,1621.485,1
29,0,0,29,right,std_1,0,1723.2839999999999,1
30,1,15,30,right,std_1,0,808.8969999999998,0
31,1,25,31,right,std_1,0,2107.726,0
32,0,0,32,right,std_1,0,896.712,1
33,0,0,33,right,std_1,0,1143.251,1
34,0,0,34,right,std_1,0,1727.4029999999998,1
35,1,60,35,right,std_1,1,1469.323,1
36,1,25,36,right,std_1,0,1820.945,0
37,1,25,37,right,std_1,1,1769.361,1
38,0,0,38,right,std_1,0,1102.318,1
39,1,10,39,right,std_1,1,2985.0229999999997,1
40,0,0,40,right,std_1,0,1763.911,1
41,1,25,41,right,std_1,1,2574.457000000001,1
42,1,25,42,right,std_1,1,1453.639,1
43,1,60,43,right,std_1,1,1337.585,1
44,1,10,44,right,std_1,0,1711.17,0
45,1,25,45,right,std_1,0,1543.7399999999998,0
46,1,25,46,right,std_1,1,1780.993,1
47,0,0,47,right,std_1,0,1632.5400000000004,1
48,0,0,48,right,std_1,0,907.425,1
49,0,0,49,right,std_1,0,1602.759,1
50,1,10,50,right,std_1,0,2479.107,0
51,1,25,51,right,std_1,0,2334.043,0
52,0,0,52,right,std_1,0,900.033,1
53,0,0,53,right,std_1,0,981.4169999999999,1
54,1,25,54,right,std_1,1,1573.795,1
55,0,0,55,right,std_1,0,1751.862,1
56,0,0,56,right,std_1,0,956.207,1
57,0,0,57,right,std_1,0,969.682,1
58,0,0,58,right,std_1,0,974.219,1
59,1,25,59,right,std_1,0,1160.516,0
60,1,10,60,right,std_1,0,1221.673,0
61,1,15,61,right,std_1,0,1113.9589999999996,0
62,1,15,62,right,std_1,0,1074.515,0
63,1,15,63,right,std_1,0,1261.7179999999996,0
64,0,0,64,right,std_1,0,1065.294,1
65,1,10,65,right,std_1,0,1045.708,0
66,0,0,66,right,std_1,0,1524.2060000000001,1
67,0,0,67,right,std_1,0,1296.4160000000002,1
68,1,60,68,right,std_1,1,1723.954,1
69,0,0,69,right,std_1,0,1669.72,1
70,1,60,70,right,std_1,1,1811.206,1
71,0,0,71,right,std_1,0,1719.1729999999998,1
72,0,0,72,right,std_1,0,890.2460000000001,1
73,0,0,73,right,std_1,0,784.518,1
74,1,10,74,right,std_1,0,797.2610000000001,0
75,1,15,75,right,std_1,0,749.3639999999999,0
76,1,10,76,right,std_1,0,746.326,0
77,0,0,77,right,std_1,0,843.623,1
78,0,0,78,right,std_1,0,971.689,1
79,1,25,79,right,std_1,1,1959.5870000000002,1
80,0,0,80,right,std_1,0,1821.455,1
81,1,60,81,right,std_1,1,1788.682,1
82,0,0,82,right,std_1,0,1443.953,1
83,0,0,83,right,std_1,0,770.9939999999998,1
84,0,0,84,right,std_1,0,960.072,1
85,0,0,85,right,std_1,0,809.587,1
86,1,15,86,right,std_1,0,733.525,0
87,1,25,87,right,std_1,0,719.505,0
88,1,10,88,right,std_1,0,953.211,0
89,1,60,89,right,std_1,1,1658.99,1
90,0,0,90,right,std_1,0,1040.799,1
91,0,0,91,right,std_1,0,774.6669999999999,1
92,0,0,92,right,std_1,0,794.206,1
93,1,25,93,right,std_1,0,722.005,0
94,1,60,94,right,std_1,1,1899.625,1
95,1,10,95,right,std_1,0,1120.937,0
96,0,0,96,right,std_1,0,1014.8480000000001,1
97,0,0,97,right,std_1,0,1089.771,1
98,0,0,98,right,std_1,0,966.933,1
99,0,0,99,right,std_1,0,1472.8570000000002,1
100,0,0,100,right,std_1,0,1712.619,1
101,0,0,101,right,std_1,0,1119.754,1
102,1,25,102,right,std_1,1,1816.14,1
103,0,0,103,right,std_1,0,1583.261,1
104,1,10,104,right,std_1,0,1992.978,0
105,1,15,105,right,std_1,0,991.6489999999999,0
106,1,15,106,right,std_1,0,1185.19,0
107,0,0,107,right,std_1,0,966.6419999999999,1
108,1,15,108,right,std_1,1,1659.7089999999998,1
109,0,0,109,right,std_1,0,1317.4379999999999,1
110,0,0,110,right,std_1,0,985.556,1
111,1,10,111,right,std_1,0,948.57,0
112,0,0,112,right,std_1,0,904.793,1
113,0,0,113,right,std_1,0,1093.355,1
