,signal_present,signal_type,trial_num,button_position,subject_number,responses,rt,correct_resp
0,1,60,0,right,std_17,1,2595.499,1
1,1,10,1,right,std_17,0,2563.367,0
2,1,10,2,right,std_17,0,1576.714,0
3,1,15,3,right,std_17,0,1308.894,0
4,0,0,4,right,std_17,0,890.2819999999999,1
5,1,60,5,right,std_17,1,1439.2020000000002,1
6,0,0,6,right,std_17,0,2010.092,1
7,1,60,7,right,std_17,1,1306.204,1
8,1,25,8,right,std_17,1,1761.832,1
9,1,15,9,right,std_17,0,2785.668,0
10,0,0,10,right,std_17,0,1911.726,1
11,0,0,11,right,std_17,0,2309.91,1
12,0,0,12,right,std_17,0,974.92,1
13,0,0,13,right,std_17,0,964.178,1
14,1,15,14,right,std_17,0,1378.963,0
15,1,10,15,right,std_17,0,1017.727,0
16,0,0,16,right,std_17,0,2016.1860000000001,1
17,0,0,17,right,std_17,0,1090.9669999999999,1
18,0,0,18,right,std_17,0,1525.021,1
19,0,0,19,right,std_17,0,864.332,1
20,1,25,20,right,std_17,0,1270.9299999999996,0
21,0,0,21,right,std_17,0,3570.281,1
22,0,0,22,right,std_17,0,1067.655,1
23,1,60,23,right,std_17,1,1429.5169999999996,1
24,1,60,24,right,std_17,1,1180.392,1
25,0,0,25,right,std_17,0,1637.995,1
26,1,60,26,right,std_17,1,1162.652,1
27,1,10,27,right,std_17,0,1905.26,0
28,1,60,28,right,std_17,1,1103.233,1
29,0,0,29,right,std_17,0,1771.7720000000002,1
30,1,15,30,right,std_17,0,873.0169999999999,0
31,1,25,31,right,std_17,1,2967.614,1
32,0,0,32,right,std_17,0,1038.6409999999996,1
33,0,0,33,right,std_17,0,1171.1960000000001,1
34,0,0,34,right,std_17,0,987.316,1
35,1,60,35,right,std_17,1,1401.009,1
36,1,25,36,right,std_17,1,911.86,1
37,1,25,37,right,std_17,1,877.049,1
38,0,0,38,right,std_17,0,1488.9370000000001,1
39,1,10,39,right,std_17,0,800.643,0
40,0,0,40,right,std_17,0,732.7689999999999,1
41,1,25,41,right,std_17,0,701.638,0
42,1,25,42,right,std_17,0,2179.262,0
43,1,60,43,right,std_17,1,1131.503,1
44,1,10,44,right,std_17,0,2277.587,0
45,1,25,45,right,std_17,0,1097.96,0
46,1,25,46,right,std_17,0,1679.997,0
47,0,0,47,right,std_17,0,928.222,1
48,0,0,48,right,std_17,0,814.5409999999998,1
49,0,0,49,right,std_17,0,875.9889999999999,1
50,1,10,50,right,std_17,0,871.328,0
51,1,25,51,right,std_17,1,2798.3250000000007,1
52,0,0,52,right,std_17,0,1436.1029999999996,1
53,0,0,53,right,std_17,0,854.4939999999999,1
54,1,25,54,right,std_17,1,4222.441,1
55,0,0,55,right,std_17,0,1448.81,1
56,0,0,56,right,std_17,0,899.3439999999999,1
57,0,0,57,right,std_17,0,907.439,1
58,0,0,58,right,std_17,0,1115.4089999999999,1
