,Unnamed: 0,trialResp.keys,trialResp.corr,trialResp.rt,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loop.ran,loop.order,imagefile,corrAns,angle,participant,session,date,expName,psychopyVersion,frameRate
435,35,d,1,7.384000062999999,1,0,100,91,1,99,i42_100_R.jpg,d,100,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
436,36,s,1,3.930999994,1,0,100,49,1,99,i23_50.jpg,s,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
437,37,d,1,17.77699995,1,0,100,82,1,99,i38_100_R.jpg,d,100,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
438,38,s,1,15.78900003,1,0,100,79,1,99,i36_150.jpg,s,150,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
439,39,s,1,3.4200000760000004,1,0,100,15,1,99,i7_100.jpg,s,100,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
440,40,s,1,2.955000162,1,0,100,41,1,99,i19_50.jpg,s,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
441,41,d,1,15.30200005,1,0,100,5,1,99,i3_50_R.jpg,d,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
442,42,s,1,8.850000142999999,1,0,100,43,1,99,i20_50.jpg,s,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
443,43,d,1,14.30800009,1,0,100,85,1,99,i39_100_R.jpg,d,100,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
444,44,d,0,3.932999849,1,0,100,47,1,99,i22_50.jpg,s,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
445,45,d,1,6.898000002000001,1,0,100,12,1,99,i6_50_R.jpg,d,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
446,46,s,1,1.588000059,1,0,100,0,1,99,i1_0.jpg,s,0,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
447,47,s,1,1.276000023,1,0,100,18,1,99,i9_0.jpg,s,0,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
448,48,d,0,1.693000078,1,0,100,34,1,99,i16_50.jpg,s,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
449,49,s,1,1.249000072,1,0,100,75,1,99,i35_0.jpg,s,0,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
450,50,d,1,5.9049999710000005,1,0,100,14,1,99,i7_50_R.jpg,d,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
451,51,s,1,14.31299996,1,0,100,58,1,99,i27_50.jpg,s,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
452,52,d,1,4.424000025,1,0,100,33,1,99,i15_150_R.jpg,d,150,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
453,53,d,1,13.35800004,1,0,100,37,1,99,i17_150_R.jpg,d,150,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
454,54,d,1,15.78700018,1,0,100,93,1,99,i43_100_R.jpg,d,100,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
455,55,s,1,9.845999956,1,0,100,68,1,99,i31_150.jpg,s,150,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
456,56,s,1,3.914999962,1,0,100,6,1,99,i3_100.jpg,s,100,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
457,57,s,1,2.93599987,1,0,100,60,1,99,i28_50.jpg,s,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
458,58,s,1,4.904000044,1,0,100,74,1,99,i34_150.jpg,s,150,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
459,59,d,1,9.356000185,1,0,100,27,1,99,i13_50_R.jpg,d,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
460,60,d,0,1.696000099,1,0,100,51,1,99,i24_50.jpg,s,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
461,61,d,1,10.11999989,1,0,100,67,1,99,i31_100_R.jpg,d,100,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
462,62,s,1,8.86500001,1,0,100,11,1,99,i5_100.jpg,s,100,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
463,63,d,1,4.416000128,1,0,100,80,1,99,i37_100_R.jpg,d,100,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
464,64,d,1,3.911000013,1,0,100,32,1,99,i15_50_R.jpg,d,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
465,65,d,1,4.412000179,1,0,100,3,1,99,i2_50_R.jpg,d,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
466,66,d,1,4.909999847,1,0,100,78,1,99,i36_100_R.jpg,d,100,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
467,67,s,1,4.411999941,1,0,100,56,1,99,i26_50.jpg,s,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
468,68,s,0,11.8499999,1,0,100,59,1,99,i27_150_R.jpg,d,150,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
469,69,s,1,7.389999866,1,0,100,61,1,99,i28_150.jpg,s,150,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
470,70,s,1,2.926000118,1,0,100,20,1,99,i9_100.jpg,s,100,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
471,71,s,1,1.114000082,1,0,100,29,1,99,i14_0.jpg,s,0,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
472,72,s,1,7.241000175,1,0,100,70,1,99,i32_150.jpg,s,150,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
473,73,s,1,1.606999874,1,0,100,81,1,99,i37_150.jpg,s,150,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
474,74,s,1,2.7680001260000004,1,0,100,83,1,99,i38_150.jpg,s,150,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
475,75,s,1,1.054000139,1,0,100,62,1,99,i29_0.jpg,s,0,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
476,76,s,1,2.315999985,1,0,100,92,1,99,i42_150.jpg,s,150,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
477,77,d,1,9.363000154,1,0,100,7,1,99,i4_50_R.jpg,d,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
478,78,d,0,3.427999973,1,0,100,45,1,99,i21_50.jpg,s,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
479,79,s,0,8.872999907,1,0,100,71,1,99,i33_100_R.jpg,d,100,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
480,80,s,1,6.883000135,1,0,100,88,1,99,i40_150.jpg,s,150,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
481,81,d,1,11.36299992,1,0,100,23,1,99,i11_50_R.jpg,d,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
482,82,s,1,7.885999917999999,1,0,100,65,1,99,i30_50.jpg,s,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
483,83,s,0,13.34099984,1,0,100,50,1,99,i23_150_R.jpg,d,150,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
484,84,s,0,7.880000113999999,1,0,100,95,1,99,i44_100_R.jpg,d,100,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
485,85,s,1,6.88499999,1,0,100,97,1,99,i46_100.jpg,s,100,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
486,86,s,1,1.071000099,1,0,100,84,1,99,i39_0.jpg,s,0,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
487,87,s,1,2.796999931,1,0,100,54,1,99,i25_50.jpg,s,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
488,88,d,1,1.41899991,1,0,100,1,1,99,i1_50_R.jpg,d,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
489,89,d,1,2.963000059,1,0,100,28,1,99,i13_150_R.jpg,d,150,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
490,90,d,1,14.31599998,1,0,100,52,1,99,i24_150_R.jpg,d,150,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
491,91,s,1,3.4270000460000003,1,0,100,98,1,99,i47_100.jpg,s,100,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
492,92,s,1,1.871999979,1,0,100,9,1,99,i5_0.jpg,s,0,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
493,93,s,1,1.97300005,1,0,100,22,1,99,i10_100.jpg,s,100,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
494,94,s,1,2.946000099,1,0,100,64,1,99,i29_150.jpg,s,150,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
495,95,s,0,1.993999958,1,0,100,16,1,99,i8_50_R.jpg,d,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
496,96,s,1,3.370000124,1,0,100,2,1,99,i1_100.jpg,s,100,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
497,97,s,1,6.399999857,1,0,100,72,1,99,i33_150.jpg,s,150,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
498,98,s,1,3.447000027,1,0,100,86,1,99,i39_150.jpg,s,150,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
499,99,s,1,4.4049999710000005,1,0,100,36,1,99,i17_50.jpg,s,50,Subject5,1,2019-10-16_10h07.35.155,MentalRotationFinal,3.1.2,60
500,0,s,1,10.89899993,1,0,100,83,1,99,i38_150.jpg,s,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
501,1,d,1,7.885999917999999,1,0,100,48,1,99,i22_150_R.jpg,d,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
502,2,d,1,5.923000097,1,0,100,19,1,99,i9_50_R.jpg,d,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
503,3,d,1,10.34099984,1,0,100,96,1,99,i45_100_R.jpg,d,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
504,4,d,1,5.486999989,1,0,100,52,1,99,i24_150_R.jpg,d,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
505,5,s,1,7.270999907999999,1,0,100,90,1,99,i41_150.jpg,s,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
506,6,s,1,5.756000042,1,0,100,54,1,99,i25_50.jpg,s,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
507,7,s,1,6.371999979,1,0,100,2,1,99,i1_100.jpg,s,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
508,8,d,0,25.09700012,1,0,100,77,1,99,i35_150.jpg,s,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
509,9,d,1,14.71000004,1,0,100,57,1,99,i26_150_R.jpg,d,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
510,10,s,1,9.340000153,1,0,100,17,1,99,i8_100.jpg,s,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
511,11,s,1,6.09100008,1,0,100,47,1,99,i22_50.jpg,s,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
512,12,s,1,17.91400003,1,0,100,68,1,99,i31_150.jpg,s,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
513,13,d,1,8.5,1,0,100,10,1,99,i5_50_R.jpg,d,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
514,14,d,1,8.890000105,1,0,100,30,1,99,i14_50_R.jpg,d,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
515,15,d,1,10.52100015,1,0,100,50,1,99,i23_150_R.jpg,d,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
516,16,d,1,13.45700002,1,0,100,23,1,99,i11_50_R.jpg,d,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
517,17,s,1,9.940000057,1,0,100,20,1,99,i9_100.jpg,s,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
518,18,d,1,10.0400002,1,0,100,71,1,99,i33_100_R.jpg,d,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
519,19,d,0,15.07500005,1,0,100,86,1,99,i39_150.jpg,s,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
520,20,d,0,21.87800002,1,0,100,97,1,99,i46_100.jpg,s,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
521,21,d,1,12.60699987,1,0,100,67,1,99,i31_100_R.jpg,d,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
522,22,d,1,9.072000027,1,0,100,80,1,99,i37_100_R.jpg,d,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
523,23,d,1,11.20700002,1,0,100,7,1,99,i4_50_R.jpg,d,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
524,24,s,1,13.49499989,1,0,100,74,1,99,i34_150.jpg,s,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
525,25,s,1,18.64399981,1,0,100,13,1,99,i6_100.jpg,s,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
526,26,s,1,8.873999834,1,0,100,66,1,99,i30_150.jpg,s,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
527,27,s,1,3.754999876,1,0,100,38,1,99,i18_50.jpg,s,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
528,28,d,1,5.524000168,1,0,100,28,1,99,i13_150_R.jpg,d,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
529,29,s,1,6.421000004,1,0,100,94,1,99,i44_0.jpg,s,0,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
530,30,d,1,4.707000017,1,0,100,95,1,99,i44_100_R.jpg,d,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
531,31,s,1,3.669999838,1,0,100,70,1,99,i32_150.jpg,s,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
532,32,d,1,4.959000111,1,0,100,93,1,99,i43_100_R.jpg,d,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
533,33,d,1,7.454999924,1,0,100,33,1,99,i15_150_R.jpg,d,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
534,34,d,1,7.253999949,1,0,100,55,1,99,i25_150_R.jpg,d,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
535,35,s,0,7.472000122000001,1,0,100,44,1,99,i20_150_R.jpg,d,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
536,36,s,1,9.588999987000001,1,0,100,26,1,99,i12_100.jpg,s,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
537,37,s,1,4.519999981000001,1,0,100,75,1,99,i35_0.jpg,s,0,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
538,38,d,1,8.773999929,1,0,100,59,1,99,i27_150_R.jpg,d,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
539,39,d,1,6.088999987,1,0,100,35,1,99,i16_150_R.jpg,d,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
540,40,s,1,6.470999956,1,0,100,4,1,99,i2_100.jpg,s,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
541,41,d,1,4.322000027,1,0,100,85,1,99,i39_100_R.jpg,d,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
542,42,d,1,4.721000195,1,0,100,73,1,99,i34_100_R.jpg,d,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
543,43,s,1,6.638999939,1,0,100,63,1,99,i29_50.jpg,s,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
544,44,d,1,8.155999899,1,0,100,91,1,99,i42_100_R.jpg,d,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
545,45,s,1,2.738000154,1,0,100,18,1,99,i9_0.jpg,s,0,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
546,46,d,1,3.303999901,1,0,100,27,1,99,i13_50_R.jpg,d,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
547,47,s,1,3.906999826,1,0,100,60,1,99,i28_50.jpg,s,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
548,48,s,1,3.088000059,1,0,100,34,1,99,i16_50.jpg,s,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
549,49,d,1,10.49099994,1,0,100,78,1,99,i36_100_R.jpg,d,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
550,50,s,0,6.054999828,1,0,100,87,1,99,i40_100_R.jpg,d,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
551,51,d,1,5.103999853,1,0,100,37,1,99,i17_150_R.jpg,d,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
552,52,s,1,10.62399983,1,0,100,99,1,99,i48_100.jpg,s,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
553,53,s,1,3.605999947,1,0,100,6,1,99,i3_100.jpg,s,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
554,54,s,1,11.32400012,1,0,100,79,1,99,i36_150.jpg,s,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
555,55,s,1,14.62400007,1,0,100,49,1,99,i23_50.jpg,s,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
556,56,d,1,9.606999874,1,0,100,5,1,99,i3_50_R.jpg,d,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
557,57,s,1,4.121999979,1,0,100,43,1,99,i20_50.jpg,s,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
558,58,d,1,7.74000001,1,0,100,76,1,99,i35_100_R.jpg,d,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
559,59,d,1,4.287000179,1,0,100,16,1,99,i8_50_R.jpg,d,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
560,60,d,1,3.421000004,1,0,100,32,1,99,i15_50_R.jpg,d,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
561,61,s,1,9.491999865,1,0,100,88,1,99,i40_150.jpg,s,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
562,62,d,1,6.339999914,1,0,100,31,1,99,i14_150_R.jpg,d,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
563,63,s,1,9.940000057,1,0,100,22,1,99,i10_100.jpg,s,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
564,64,s,1,12.875,1,0,100,81,1,99,i37_150.jpg,s,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
565,65,s,1,4.572000027,1,0,100,51,1,99,i24_50.jpg,s,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
566,66,s,1,1.887000084,1,0,100,40,1,99,i19_0.jpg,s,0,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
567,67,s,1,6.6879999639999985,1,0,100,98,1,99,i47_100.jpg,s,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
568,68,s,1,4.102999926,1,0,100,92,1,99,i42_150.jpg,s,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
569,69,d,1,3.121999979,1,0,100,69,1,99,i32_100_R.jpg,d,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
570,70,s,1,7.99000001,1,0,100,8,1,99,i4_100.jpg,s,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
571,71,s,1,5.120000124,1,0,100,65,1,99,i30_50.jpg,s,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
572,72,d,1,3.072999954,1,0,100,12,1,99,i6_50_R.jpg,d,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
573,73,d,1,7.107000113,1,0,100,3,1,99,i2_50_R.jpg,d,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
574,74,s,0,7.557999849,1,0,100,82,1,99,i38_100_R.jpg,d,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
575,75,s,1,7.305999993999999,1,0,100,24,1,99,i11_100.jpg,s,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
576,76,s,1,3.153999805,1,0,100,62,1,99,i29_0.jpg,s,0,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
577,77,s,1,3.039000034,1,0,100,56,1,99,i26_50.jpg,s,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
578,78,s,1,2.220999956,1,0,100,9,1,99,i5_0.jpg,s,0,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
579,79,d,1,3.386999846,1,0,100,14,1,99,i7_50_R.jpg,d,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
580,80,s,1,1.670000076,1,0,100,53,1,99,i25_0.jpg,s,0,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
581,81,d,1,3.853999853,1,0,100,21,1,99,i10_50_R.jpg,d,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
582,82,d,1,3.503999949,1,0,100,46,1,99,i21_150_R.jpg,d,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
583,83,s,1,1.420000076,1,0,100,84,1,99,i39_0.jpg,s,0,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
584,84,d,1,3.471000195,1,0,100,89,1,99,i41_100_R.jpg,d,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
585,85,d,0,11.22399998,1,0,100,58,1,99,i27_50.jpg,s,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
586,86,d,0,2.7709999080000003,1,0,100,64,1,99,i29_150.jpg,s,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
587,87,s,1,1.086999893,1,0,100,0,1,99,i1_0.jpg,s,0,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
588,88,s,1,2.803999901,1,0,100,36,1,99,i17_50.jpg,s,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
589,89,s,1,3.972000122,1,0,100,61,1,99,i28_150.jpg,s,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
590,90,d,0,3.5049998760000003,1,0,100,15,1,99,i7_100.jpg,s,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
591,91,s,1,7.523000002000001,1,0,100,11,1,99,i5_100.jpg,s,100,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
592,92,d,1,2.266000032,1,0,100,25,1,99,i12_50_R.jpg,d,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
593,93,d,1,6.523000002000001,1,0,100,39,1,99,i18_150_R.jpg,d,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
594,94,s,1,2.720000029,1,0,100,45,1,99,i21_50.jpg,s,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
595,95,s,1,2.322000027,1,0,100,41,1,99,i19_50.jpg,s,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
596,96,s,0,4.555999994,1,0,100,42,1,99,i19_150_R.jpg,d,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
597,97,d,1,4.1870000360000015,1,0,100,1,1,99,i1_50_R.jpg,d,50,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
598,98,s,1,1.269000053,1,0,100,29,1,99,i14_0.jpg,s,0,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
599,99,s,1,4.322999954,1,0,100,72,1,99,i33_150.jpg,s,150,Subject6,1,2019-10-16_10h06.42.945,MentalRotationFinal,3.1.2,60
600,0,d,1,8.038000107,1,0,100,93,1,99,i43_100_R.jpg,d,100,Subject7,1,2019-10-16_10h06.55.109,MentalRotationFinal,3.1.2,60
601,1,s,1,2.302999973,1,0,100,54,1,99,i25_50.jpg,s,50,Subject7,1,2019-10-16_10h06.55.109,MentalRotationFinal,3.1.2,60
602,2,s,1,5.073999882,1,0,100,22,1,99,i10_100.jpg,s,100,Subject7,1,2019-10-16_10h06.55.109,MentalRotationFinal,3.1.2,60
603,3,d,1,5.192000151,1,0,100,1,1,99,i1_50_R.jpg,d,50,Subject7,1,2019-10-16_10h06.55.109,MentalRotationFinal,3.1.2,60
604,4,d,1,7.423000097,1,0,100,42,1,99,i19_150_R.jpg,d,150,Subject7,1,2019-10-16_10h06.55.109,MentalRotationFinal,3.1.2,60
605,5,d,1,4.273999929,1,0,100,52,1,99,i24_150_R.jpg,d,150,Subject7,1,2019-10-16_10h06.55.109,MentalRotationFinal,3.1.2,60
606,6,d,1,8.741999865,1,0,100,14,1,99,i7_50_R.jpg,d,50,Subject7,1,2019-10-16_10h06.55.109,MentalRotationFinal,3.1.2,60
607,7,d,1,12.15900016,1,0,100,67,1,99,i31_100_R.jpg,d,100,Subject7,1,2019-10-16_10h06.55.109,MentalRotationFinal,3.1.2,60
