,Unnamed: 0,signal_present,signal_type,trial_num,button_position,subject_number,responses,rt,correct_resp,sdt-amk1048
1232,32.0,0.0,0.0,32.0,left,emf484,0.0,7046.198,1.0,
1233,33.0,0.0,0.0,33.0,left,emf484,1.0,19892.009,0.0,
1234,34.0,0.0,0.0,34.0,left,emf484,0.0,3018.731,1.0,
1235,35.0,1.0,60.0,35.0,left,emf484,1.0,3303.67,1.0,
1236,36.0,1.0,25.0,36.0,left,emf484,1.0,4584.768999999999,1.0,
1237,37.0,1.0,25.0,37.0,left,emf484,1.0,6437.209,1.0,
1238,38.0,0.0,0.0,38.0,left,emf484,0.0,3799.202,1.0,
1239,39.0,1.0,10.0,39.0,left,emf484,1.0,6032.034000000001,1.0,
1240,40.0,0.0,0.0,40.0,left,emf484,0.0,4745.173000000001,1.0,
1241,41.0,1.0,25.0,41.0,left,emf484,1.0,2434.862,1.0,
1242,42.0,1.0,25.0,42.0,left,emf484,1.0,2408.981,1.0,
1243,43.0,1.0,60.0,43.0,left,emf484,1.0,2100.098,1.0,
1244,44.0,1.0,10.0,44.0,left,emf484,1.0,47988.405,1.0,
1245,45.0,1.0,25.0,45.0,left,emf484,1.0,2097.395,1.0,
1246,46.0,1.0,25.0,46.0,left,emf484,1.0,1546.618,1.0,
1247,47.0,0.0,0.0,47.0,left,emf484,0.0,2347.841,1.0,
1248,48.0,0.0,0.0,48.0,left,emf484,0.0,3541.106,1.0,
1249,49.0,0.0,0.0,49.0,left,emf484,1.0,22664.994,0.0,
1250,50.0,1.0,10.0,50.0,left,emf484,1.0,3157.968,1.0,
1251,51.0,1.0,25.0,51.0,left,emf484,1.0,2148.205,1.0,
1252,52.0,0.0,0.0,52.0,left,emf484,0.0,1650.265,1.0,
1253,53.0,0.0,0.0,53.0,left,emf484,0.0,1638.198,1.0,
1254,54.0,1.0,25.0,54.0,left,emf484,1.0,1451.895,1.0,
1255,55.0,0.0,0.0,55.0,left,emf484,1.0,70356.182,0.0,
1256,56.0,0.0,0.0,56.0,left,emf484,1.0,1640.05,0.0,
1257,57.0,0.0,0.0,57.0,left,emf484,0.0,1532.507,1.0,
1258,58.0,0.0,0.0,58.0,left,emf484,1.0,4213.779,0.0,
1259,59.0,1.0,25.0,59.0,left,emf484,1.0,1533.572,1.0,
1260,60.0,1.0,10.0,60.0,left,emf484,0.0,1915.242,0.0,
1261,61.0,1.0,15.0,61.0,left,emf484,0.0,1702.602,0.0,
1262,62.0,1.0,15.0,62.0,left,emf484,1.0,10571.154,1.0,
1263,63.0,1.0,15.0,63.0,left,emf484,1.0,2366.172,1.0,
1264,64.0,0.0,0.0,64.0,left,emf484,0.0,5590.345,1.0,
1265,65.0,1.0,10.0,65.0,left,emf484,0.0,2357.239,0.0,
1266,66.0,0.0,0.0,66.0,left,emf484,0.0,3091.8920000000003,1.0,
1267,67.0,0.0,0.0,67.0,left,emf484,0.0,2747.125,1.0,
1268,68.0,1.0,60.0,68.0,left,emf484,1.0,2144.519,1.0,
1269,69.0,0.0,0.0,69.0,left,emf484,1.0,6228.277,0.0,
1270,70.0,1.0,60.0,70.0,left,emf484,1.0,2588.724,1.0,
1271,71.0,0.0,0.0,71.0,left,emf484,0.0,3005.952,1.0,
1272,72.0,0.0,0.0,72.0,left,emf484,0.0,2058.438,1.0,
1273,73.0,0.0,0.0,73.0,left,emf484,0.0,3730.697,1.0,
1274,74.0,1.0,10.0,74.0,left,emf484,1.0,6473.437,1.0,
1275,75.0,1.0,15.0,75.0,left,emf484,1.0,2973.373,1.0,
1276,76.0,1.0,10.0,76.0,left,emf484,1.0,19354.183,1.0,
1277,77.0,0.0,0.0,77.0,left,emf484,0.0,8095.013,1.0,
1278,78.0,0.0,0.0,78.0,left,emf484,0.0,6277.3060000000005,1.0,
1279,79.0,1.0,25.0,79.0,left,emf484,1.0,1951.084,1.0,
1280,80.0,0.0,0.0,80.0,left,emf484,1.0,1751.749,0.0,
1281,81.0,1.0,60.0,81.0,left,emf484,1.0,998.988,1.0,
1282,82.0,0.0,0.0,82.0,left,emf484,0.0,1912.308,1.0,
1283,83.0,0.0,0.0,83.0,left,emf484,0.0,1023.223,1.0,
1284,84.0,0.0,0.0,84.0,left,emf484,1.0,21870.984,0.0,
1285,85.0,0.0,0.0,85.0,left,emf484,1.0,1714.997,0.0,
1286,86.0,1.0,15.0,86.0,left,emf484,1.0,1125.424,1.0,
1287,87.0,1.0,25.0,87.0,left,emf484,1.0,6143.08,1.0,
1288,88.0,1.0,10.0,88.0,left,emf484,1.0,1089.079,1.0,
1289,89.0,1.0,60.0,89.0,left,emf484,1.0,1117.0500000000002,1.0,
1290,90.0,0.0,0.0,90.0,left,emf484,0.0,9101.669,1.0,
1291,91.0,0.0,0.0,91.0,left,emf484,0.0,1632.4540000000002,1.0,
1292,92.0,0.0,0.0,92.0,left,emf484,0.0,1084.829,1.0,
1293,93.0,1.0,25.0,93.0,left,emf484,1.0,3231.296,1.0,
1294,94.0,1.0,60.0,94.0,left,emf484,1.0,976.43,1.0,
1295,95.0,1.0,10.0,95.0,left,emf484,1.0,92.547,1.0,
1296,96.0,0.0,0.0,96.0,left,emf484,0.0,58.317,1.0,
1297,97.0,0.0,0.0,97.0,left,emf484,0.0,1322.715,1.0,
1298,98.0,0.0,0.0,98.0,left,emf484,0.0,3587.935,1.0,
1299,99.0,0.0,0.0,99.0,left,emf484,1.0,2526.124,0.0,
1300,100.0,0.0,0.0,100.0,left,emf484,0.0,2111.1420000000003,1.0,
1301,101.0,0.0,0.0,101.0,left,emf484,1.0,1887.945,0.0,
1302,102.0,1.0,25.0,102.0,left,emf484,1.0,2914.857,1.0,
1303,103.0,0.0,0.0,103.0,left,emf484,1.0,51.136,0.0,
1304,104.0,1.0,10.0,104.0,left,emf484,0.0,1825.938,0.0,
1305,105.0,1.0,15.0,105.0,left,emf484,1.0,1536.303,1.0,
1306,106.0,1.0,15.0,106.0,left,emf484,1.0,4518.777,1.0,
1307,107.0,0.0,0.0,107.0,left,emf484,1.0,6574.996999999999,0.0,
1308,108.0,1.0,15.0,108.0,left,emf484,1.0,1418.337,1.0,
1309,109.0,0.0,0.0,109.0,left,emf484,1.0,1761.5700000000002,0.0,
1310,110.0,0.0,0.0,110.0,left,emf484,1.0,3043.875,0.0,
1311,111.0,1.0,10.0,111.0,left,emf484,1.0,1293.961,1.0,
1312,112.0,0.0,0.0,112.0,left,emf484,0.0,2207.573,1.0,
1313,113.0,0.0,0.0,113.0,left,emf484,1.0,7347.138,0.0,
1314,114.0,0.0,0.0,114.0,left,emf484,1.0,5297.496,0.0,
1315,115.0,0.0,0.0,115.0,left,emf484,1.0,4542.584,0.0,
1316,116.0,0.0,0.0,116.0,left,emf484,0.0,2838.429,1.0,
1317,117.0,1.0,25.0,117.0,left,emf484,1.0,1416.956,1.0,
1318,118.0,0.0,0.0,118.0,left,emf484,0.0,1165.884,1.0,
1319,119.0,1.0,60.0,119.0,left,emf484,1.0,919.199,1.0,
1320,120.0,0.0,0.0,120.0,left,emf484,0.0,1532.165,1.0,
1321,121.0,0.0,0.0,121.0,left,emf484,0.0,1777.239,1.0,
1322,122.0,1.0,25.0,122.0,left,emf484,1.0,6019.955999999999,1.0,
1323,123.0,0.0,0.0,123.0,left,emf484,0.0,1642.706,1.0,
1324,124.0,1.0,60.0,124.0,left,emf484,1.0,2610.919,1.0,
1325,125.0,0.0,0.0,125.0,left,emf484,1.0,1278.4679999999998,0.0,
1326,126.0,1.0,10.0,126.0,left,emf484,1.0,4469.837,1.0,
1327,127.0,1.0,15.0,127.0,left,emf484,1.0,2557.781,1.0,
1328,128.0,0.0,0.0,128.0,left,emf484,1.0,2063.075,0.0,
1329,129.0,0.0,0.0,129.0,left,emf484,0.0,2672.345,1.0,
1330,130.0,0.0,0.0,130.0,left,emf484,0.0,1524.176,1.0,
1331,131.0,1.0,25.0,131.0,left,emf484,1.0,2923.964,1.0,
1332,132.0,1.0,60.0,132.0,left,emf484,1.0,1411.114,1.0,
1333,133.0,1.0,25.0,133.0,left,emf484,1.0,1015.809,1.0,
1334,134.0,0.0,0.0,134.0,left,emf484,0.0,1599.601,1.0,
1335,135.0,1.0,60.0,135.0,left,emf484,1.0,1995.285,1.0,
1336,136.0,0.0,0.0,136.0,left,emf484,0.0,2596.949,1.0,
1337,137.0,1.0,10.0,137.0,left,emf484,0.0,1150.053,0.0,
1338,138.0,0.0,0.0,138.0,left,emf484,0.0,1134.064,1.0,
1339,139.0,1.0,15.0,139.0,left,emf484,0.0,1271.53,0.0,
1340,140.0,0.0,0.0,140.0,left,emf484,0.0,1144.232,1.0,
1341,141.0,0.0,0.0,141.0,left,emf484,0.0,683.751,1.0,
1342,142.0,0.0,0.0,142.0,left,emf484,0.0,889.12,1.0,
1343,143.0,0.0,0.0,143.0,left,emf484,0.0,900.1519999999999,1.0,
1344,144.0,0.0,0.0,144.0,left,emf484,0.0,704.586,1.0,
1345,145.0,0.0,0.0,145.0,left,emf484,1.0,1414.035,0.0,
1346,146.0,0.0,0.0,146.0,left,emf484,0.0,2733.623,1.0,
1347,147.0,0.0,0.0,147.0,left,emf484,0.0,1346.123,1.0,
1348,148.0,1.0,10.0,148.0,left,emf484,0.0,1008.945,0.0,
1349,149.0,1.0,15.0,149.0,left,emf484,1.0,3496.3700000000003,1.0,
1350,150.0,1.0,25.0,150.0,left,emf484,1.0,1073.8719999999998,1.0,
1351,151.0,1.0,10.0,151.0,left,emf484,1.0,1582.748,1.0,
1352,152.0,1.0,60.0,152.0,left,emf484,1.0,930.036,1.0,
1353,153.0,1.0,10.0,153.0,left,emf484,0.0,2261.67,0.0,
1354,154.0,1.0,15.0,154.0,left,emf484,1.0,6154.542,1.0,
1355,155.0,0.0,0.0,155.0,left,emf484,1.0,1944.971,0.0,
1356,156.0,0.0,0.0,156.0,left,emf484,1.0,5178.005,0.0,
1357,157.0,0.0,0.0,157.0,left,emf484,0.0,3597.02,1.0,
1358,158.0,0.0,0.0,158.0,left,emf484,1.0,2084.67,0.0,
1359,159.0,1.0,25.0,159.0,left,emf484,1.0,1724.896,1.0,
1360,160.0,1.0,15.0,160.0,left,emf484,1.0,4196.741,1.0,
1361,161.0,0.0,0.0,161.0,left,emf484,1.0,5278.592,0.0,
1362,162.0,1.0,60.0,162.0,left,emf484,1.0,1067.761,1.0,
1363,163.0,0.0,0.0,163.0,left,emf484,1.0,11170.461,0.0,
1364,164.0,1.0,60.0,164.0,left,emf484,1.0,1203.016,1.0,
1365,165.0,0.0,0.0,165.0,left,emf484,1.0,7230.031999999999,0.0,
1366,166.0,1.0,10.0,166.0,left,emf484,1.0,10.536,1.0,
1367,167.0,0.0,0.0,167.0,left,emf484,1.0,57.93,0.0,
1368,168.0,0.0,0.0,168.0,left,emf484,1.0,8.562,0.0,
1369,169.0,1.0,15.0,169.0,left,emf484,1.0,7.524999999999999,1.0,
1370,170.0,0.0,0.0,170.0,left,emf484,0.0,21.683,1.0,
1371,171.0,0.0,0.0,171.0,left,emf484,0.0,8.497,1.0,
1372,172.0,0.0,0.0,172.0,left,emf484,1.0,63.266000000000005,0.0,
1373,173.0,0.0,0.0,173.0,left,emf484,0.0,2958.863,1.0,
1374,174.0,1.0,60.0,174.0,left,emf484,1.0,1421.888,1.0,
1375,175.0,0.0,0.0,175.0,left,emf484,0.0,1603.053,1.0,
1376,176.0,0.0,0.0,176.0,left,emf484,1.0,1446.811,0.0,
1377,177.0,1.0,15.0,177.0,left,emf484,0.0,1372.181,0.0,
1378,178.0,0.0,0.0,178.0,left,emf484,0.0,2421.602,1.0,
1379,179.0,1.0,25.0,179.0,left,emf484,1.0,2230.845,1.0,
1380,180.0,1.0,25.0,180.0,left,emf484,1.0,2757.275,1.0,
1381,181.0,1.0,15.0,181.0,left,emf484,1.0,1440.811,1.0,
1382,182.0,1.0,10.0,182.0,left,emf484,0.0,2171.744,0.0,
1383,183.0,0.0,0.0,183.0,left,emf484,0.0,1683.086,1.0,
1384,184.0,0.0,0.0,184.0,left,emf484,0.0,2339.064,1.0,
1385,185.0,1.0,15.0,185.0,left,emf484,0.0,976.038,0.0,
1386,186.0,1.0,10.0,186.0,left,emf484,0.0,765.675,0.0,
1387,187.0,1.0,60.0,187.0,left,emf484,1.0,1604.992,1.0,
1388,188.0,1.0,15.0,188.0,left,emf484,0.0,3798.01,0.0,
1389,189.0,0.0,0.0,189.0,left,emf484,1.0,1389.828,0.0,
1390,190.0,0.0,0.0,190.0,left,emf484,0.0,1972.014,1.0,
1391,191.0,1.0,10.0,191.0,left,emf484,0.0,1469.137,0.0,
1392,192.0,1.0,10.0,192.0,left,emf484,0.0,1468.867,0.0,
1393,193.0,1.0,15.0,193.0,left,emf484,0.0,1939.832,0.0,
1394,194.0,1.0,60.0,194.0,left,emf484,1.0,1400.039,1.0,
1395,195.0,1.0,15.0,195.0,left,emf484,0.0,1342.957,0.0,
1396,196.0,0.0,0.0,196.0,left,emf484,0.0,1307.096,1.0,
1397,197.0,1.0,60.0,197.0,left,emf484,1.0,1082.323,1.0,
1398,198.0,1.0,15.0,198.0,left,emf484,0.0,1469.152,0.0,
1399,199.0,1.0,25.0,199.0,left,emf484,1.0,1320.733,1.0,
1400,0.0,1.0,60.0,0.0,left,ack518,1.0,38930.914,1.0,
1401,1.0,1.0,10.0,1.0,left,ack518,1.0,2933.702,1.0,
1402,2.0,1.0,10.0,2.0,left,ack518,0.0,14384.897,0.0,
1403,3.0,1.0,15.0,3.0,left,ack518,0.0,1537.716,0.0,
1404,4.0,0.0,0.0,4.0,left,ack518,0.0,2989.063,1.0,
1405,5.0,1.0,60.0,5.0,left,ack518,1.0,1609.262,1.0,
1406,6.0,0.0,0.0,6.0,left,ack518,0.0,6434.55,1.0,
1407,7.0,1.0,60.0,7.0,left,ack518,1.0,1281.733,1.0,
1408,8.0,1.0,25.0,8.0,left,ack518,1.0,1209.46,1.0,
1409,9.0,1.0,15.0,9.0,left,ack518,1.0,1921.529,1.0,
1410,10.0,0.0,0.0,10.0,left,ack518,0.0,1876.819,1.0,
1411,11.0,0.0,0.0,11.0,left,ack518,0.0,1195.952,1.0,
1412,12.0,0.0,0.0,12.0,left,ack518,0.0,1253.985,1.0,
1413,13.0,0.0,0.0,13.0,left,ack518,0.0,1085.2710000000002,1.0,
1414,14.0,1.0,15.0,14.0,left,ack518,0.0,984.141,0.0,
1415,15.0,1.0,10.0,15.0,left,ack518,0.0,908.208,0.0,
1416,16.0,0.0,0.0,16.0,left,ack518,0.0,4924.686000000001,1.0,
1417,17.0,0.0,0.0,17.0,left,ack518,0.0,1817.418,1.0,
1418,18.0,0.0,0.0,18.0,left,ack518,0.0,1434.84,1.0,
1419,19.0,0.0,0.0,19.0,left,ack518,0.0,1148.303,1.0,
1420,20.0,1.0,25.0,20.0,left,ack518,1.0,1661.296,1.0,
1421,21.0,0.0,0.0,21.0,left,ack518,0.0,1932.959,1.0,
1422,22.0,0.0,0.0,22.0,left,ack518,0.0,990.167,1.0,
1423,23.0,1.0,60.0,23.0,left,ack518,1.0,1305.93,1.0,
1424,24.0,1.0,60.0,24.0,left,ack518,1.0,855.202,1.0,
1425,25.0,0.0,0.0,25.0,left,ack518,0.0,1328.119,1.0,
1426,26.0,1.0,60.0,26.0,left,ack518,1.0,1164.217,1.0,
1427,27.0,1.0,10.0,27.0,left,ack518,0.0,1369.436,0.0,
1428,28.0,1.0,60.0,28.0,left,ack518,1.0,1287.931,1.0,
1429,29.0,0.0,0.0,29.0,left,ack518,0.0,1464.424,1.0,
1430,30.0,1.0,15.0,30.0,left,ack518,0.0,951.363,0.0,
1431,31.0,1.0,25.0,31.0,left,ack518,0.0,825.087,0.0,
1432,32.0,0.0,0.0,32.0,left,ack518,0.0,901.22,1.0,
1433,33.0,0.0,0.0,33.0,left,ack518,0.0,909.905,1.0,
1434,34.0,0.0,0.0,34.0,left,ack518,0.0,819.7990000000001,1.0,
1435,35.0,1.0,60.0,35.0,left,ack518,1.0,1391.972,1.0,
1436,36.0,1.0,25.0,36.0,left,ack518,1.0,2207.033,1.0,
1437,37.0,1.0,25.0,37.0,left,ack518,1.0,1101.361,1.0,
1438,38.0,0.0,0.0,38.0,left,ack518,0.0,1278.227,1.0,
1439,39.0,1.0,10.0,39.0,left,ack518,0.0,990.194,0.0,
1440,40.0,0.0,0.0,40.0,left,ack518,0.0,846.071,1.0,
1441,41.0,1.0,25.0,41.0,left,ack518,1.0,1688.889,1.0,
1442,42.0,1.0,25.0,42.0,left,ack518,1.0,1049.942,1.0,
1443,43.0,1.0,60.0,43.0,left,ack518,1.0,805.4839999999999,1.0,
1444,44.0,1.0,10.0,44.0,left,ack518,0.0,1769.614,0.0,
1445,45.0,1.0,25.0,45.0,left,ack518,0.0,2124.689,0.0,
1446,46.0,1.0,25.0,46.0,left,ack518,1.0,1549.923,1.0,
1447,47.0,0.0,0.0,47.0,left,ack518,0.0,1112.256,1.0,
1448,48.0,0.0,0.0,48.0,left,ack518,0.0,848.82,1.0,
1449,49.0,0.0,0.0,49.0,left,ack518,0.0,1083.459,1.0,
1450,50.0,1.0,10.0,50.0,left,ack518,0.0,838.171,0.0,
1451,51.0,1.0,25.0,51.0,left,ack518,1.0,1717.553,1.0,
1452,52.0,0.0,0.0,52.0,left,ack518,0.0,1267.603,1.0,
1453,53.0,0.0,0.0,53.0,left,ack518,0.0,1641.28,1.0,
1454,54.0,1.0,25.0,54.0,left,ack518,1.0,1758.7710000000002,1.0,
1455,55.0,0.0,0.0,55.0,left,ack518,0.0,1243.2240000000002,1.0,
1456,56.0,0.0,0.0,56.0,left,ack518,0.0,773.091,1.0,
1457,57.0,0.0,0.0,57.0,left,ack518,0.0,788.554,1.0,
1458,58.0,0.0,0.0,58.0,left,ack518,0.0,1227.501,1.0,
1459,59.0,1.0,25.0,59.0,left,ack518,0.0,897.633,0.0,
1460,60.0,1.0,10.0,60.0,left,ack518,0.0,852.419,0.0,
1461,61.0,1.0,15.0,61.0,left,ack518,0.0,893.673,0.0,
1462,62.0,1.0,15.0,62.0,left,ack518,0.0,696.7379999999999,0.0,
1463,63.0,1.0,15.0,63.0,left,ack518,0.0,988.301,0.0,
1464,64.0,0.0,0.0,64.0,left,ack518,0.0,916.08,1.0,
1465,65.0,1.0,10.0,65.0,left,ack518,0.0,786.8589999999999,0.0,
1466,66.0,0.0,0.0,66.0,left,ack518,0.0,705.927,1.0,
1467,67.0,0.0,0.0,67.0,left,ack518,0.0,777.982,1.0,
1468,68.0,1.0,60.0,68.0,left,ack518,1.0,1370.556,1.0,
1469,69.0,0.0,0.0,69.0,left,ack518,0.0,1206.622,1.0,
1470,70.0,1.0,60.0,70.0,left,ack518,1.0,1085.5649999999998,1.0,
1471,71.0,0.0,0.0,71.0,left,ack518,0.0,1235.476,1.0,
1472,72.0,0.0,0.0,72.0,left,ack518,0.0,1000.712,1.0,
1473,73.0,0.0,0.0,73.0,left,ack518,0.0,782.2099999999999,1.0,
1474,74.0,1.0,10.0,74.0,left,ack518,0.0,816.6750000000001,0.0,
1475,75.0,1.0,15.0,75.0,left,ack518,0.0,2311.203,0.0,
1476,76.0,1.0,10.0,76.0,left,ack518,0.0,792.273,0.0,
1477,77.0,0.0,0.0,77.0,left,ack518,0.0,796.341,1.0,
1478,78.0,0.0,0.0,78.0,left,ack518,0.0,778.507,1.0,
1479,79.0,1.0,25.0,79.0,left,ack518,0.0,743.476,0.0,
1480,80.0,0.0,0.0,80.0,left,ack518,0.0,1289.653,1.0,
1481,81.0,1.0,60.0,81.0,left,ack518,0.0,834.426,0.0,
1482,82.0,0.0,0.0,82.0,left,ack518,1.0,123.817,0.0,
1483,83.0,0.0,0.0,83.0,left,ack518,0.0,1048.238,1.0,
1484,84.0,0.0,0.0,84.0,left,ack518,0.0,868.026,1.0,
1485,85.0,0.0,0.0,85.0,left,ack518,0.0,698.868,1.0,
1486,86.0,1.0,15.0,86.0,left,ack518,0.0,1244.303,0.0,
1487,87.0,1.0,25.0,87.0,left,ack518,0.0,1152.517,0.0,
1488,88.0,1.0,10.0,88.0,left,ack518,0.0,927.422,0.0,
1489,89.0,1.0,60.0,89.0,left,ack518,1.0,1143.2230000000002,1.0,
1490,90.0,0.0,0.0,90.0,left,ack518,0.0,1683.862,1.0,
1491,91.0,0.0,0.0,91.0,left,ack518,0.0,973.005,1.0,
1492,92.0,0.0,0.0,92.0,left,ack518,0.0,981.928,1.0,
1493,93.0,1.0,25.0,93.0,left,ack518,0.0,1580.705,0.0,
1494,94.0,1.0,60.0,94.0,left,ack518,1.0,1633.197,1.0,
1495,95.0,1.0,10.0,95.0,left,ack518,0.0,1404.396,0.0,
1496,96.0,0.0,0.0,96.0,left,ack518,0.0,767.63,1.0,
1497,97.0,0.0,0.0,97.0,left,ack518,0.0,621.336,1.0,
1498,98.0,0.0,0.0,98.0,left,ack518,0.0,800.169,1.0,
1499,99.0,0.0,0.0,99.0,left,ack518,0.0,779.7539999999999,1.0,
1500,100.0,0.0,0.0,100.0,left,ack518,0.0,876.424,1.0,
1501,101.0,0.0,0.0,101.0,left,ack518,0.0,1097.169,1.0,
1502,102.0,1.0,25.0,102.0,left,ack518,0.0,1237.809,0.0,
1503,103.0,0.0,0.0,103.0,left,ack518,0.0,1004.186,1.0,
1504,104.0,1.0,10.0,104.0,left,ack518,0.0,1117.263,0.0,
1505,105.0,1.0,15.0,105.0,left,ack518,0.0,730.048,0.0,
1506,106.0,1.0,15.0,106.0,left,ack518,0.0,736.831,0.0,
1507,107.0,0.0,0.0,107.0,left,ack518,0.0,2258.314,1.0,
1508,108.0,1.0,15.0,108.0,left,ack518,0.0,768.6370000000001,0.0,
1509,109.0,0.0,0.0,109.0,left,ack518,0.0,817.952,1.0,
1510,110.0,0.0,0.0,110.0,left,ack518,0.0,757.962,1.0,
1511,111.0,1.0,10.0,111.0,left,ack518,0.0,718.634,0.0,
1512,112.0,0.0,0.0,112.0,left,ack518,0.0,1332.717,1.0,
1513,113.0,0.0,0.0,113.0,left,ack518,0.0,1629.932,1.0,
1514,114.0,0.0,0.0,114.0,left,ack518,0.0,829.284,1.0,
1515,115.0,0.0,0.0,115.0,left,ack518,0.0,1107.587,1.0,
1516,116.0,0.0,0.0,116.0,left,ack518,0.0,1027.912,1.0,
1517,117.0,1.0,25.0,117.0,left,ack518,1.0,1720.586,1.0,
1518,118.0,0.0,0.0,118.0,left,ack518,0.0,1232.9969999999998,1.0,
1519,119.0,1.0,60.0,119.0,left,ack518,1.0,1711.177,1.0,
1520,120.0,0.0,0.0,120.0,left,ack518,0.0,1427.344,1.0,
1521,121.0,0.0,0.0,121.0,left,ack518,0.0,1232.682,1.0,
1522,122.0,1.0,25.0,122.0,left,ack518,0.0,1195.686,0.0,
1523,123.0,0.0,0.0,123.0,left,ack518,0.0,1449.1560000000002,1.0,
1524,124.0,1.0,60.0,124.0,left,ack518,1.0,1533.972,1.0,
1525,125.0,0.0,0.0,125.0,left,ack518,0.0,1338.948,1.0,
1526,126.0,1.0,10.0,126.0,left,ack518,0.0,1066.558,0.0,
1527,127.0,1.0,15.0,127.0,left,ack518,0.0,1291.72,0.0,
1528,128.0,0.0,0.0,128.0,left,ack518,0.0,1080.016,1.0,
1529,129.0,0.0,0.0,129.0,left,ack518,0.0,1118.709,1.0,
1530,130.0,0.0,0.0,130.0,left,ack518,0.0,1431.378,1.0,
1531,131.0,1.0,25.0,131.0,left,ack518,0.0,1448.8239999999998,0.0,
1532,132.0,1.0,60.0,132.0,left,ack518,1.0,1306.722,1.0,
1533,133.0,1.0,25.0,133.0,left,ack518,1.0,979.021,1.0,
1534,134.0,0.0,0.0,134.0,left,ack518,0.0,1446.737,1.0,
1535,135.0,1.0,60.0,135.0,left,ack518,1.0,1498.662,1.0,
1536,136.0,0.0,0.0,136.0,left,ack518,0.0,1206.702,1.0,
1537,137.0,1.0,10.0,137.0,left,ack518,0.0,1095.979,0.0,
1538,138.0,0.0,0.0,138.0,left,ack518,0.0,720.452,1.0,
1539,139.0,1.0,15.0,139.0,left,ack518,0.0,1025.971,0.0,
1540,140.0,0.0,0.0,140.0,left,ack518,0.0,1223.579,1.0,
1541,141.0,0.0,0.0,141.0,left,ack518,0.0,1970.247,1.0,
1542,142.0,0.0,0.0,142.0,left,ack518,0.0,1660.581,1.0,
1543,143.0,0.0,0.0,143.0,left,ack518,0.0,1432.108,1.0,
1544,144.0,0.0,0.0,144.0,left,ack518,0.0,1981.301,1.0,
1545,145.0,0.0,0.0,145.0,left,ack518,0.0,1311.198,1.0,
1546,146.0,0.0,0.0,146.0,left,ack518,0.0,1304.128,1.0,
1547,147.0,0.0,0.0,147.0,left,ack518,0.0,912.928,1.0,
1548,148.0,1.0,10.0,148.0,left,ack518,0.0,898.841,0.0,
1549,149.0,1.0,15.0,149.0,left,ack518,0.0,1189.151,0.0,
1550,150.0,1.0,25.0,150.0,left,ack518,1.0,1995.567,1.0,
1551,151.0,1.0,10.0,151.0,left,ack518,0.0,1200.691,0.0,
1552,152.0,1.0,60.0,152.0,left,ack518,1.0,1781.412,1.0,
1553,153.0,1.0,10.0,153.0,left,ack518,0.0,1266.065,0.0,
1554,154.0,1.0,15.0,154.0,left,ack518,0.0,1234.238,0.0,
1555,155.0,0.0,0.0,155.0,left,ack518,0.0,896.956,1.0,
1556,156.0,0.0,0.0,156.0,left,ack518,0.0,822.913,1.0,
1557,157.0,0.0,0.0,157.0,left,ack518,0.0,824.1469999999999,1.0,
1558,158.0,0.0,0.0,158.0,left,ack518,0.0,863.78,1.0,
1559,159.0,1.0,25.0,159.0,left,ack518,0.0,854.467,0.0,
1560,160.0,1.0,15.0,160.0,left,ack518,0.0,1732.357,0.0,
1561,161.0,0.0,0.0,161.0,left,ack518,0.0,1016.335,1.0,
1562,162.0,1.0,60.0,162.0,left,ack518,1.0,1438.944,1.0,
1563,163.0,0.0,0.0,163.0,left,ack518,0.0,1278.483,1.0,
1564,164.0,1.0,60.0,164.0,left,ack518,0.0,1639.431,0.0,
1565,165.0,0.0,0.0,165.0,left,ack518,0.0,1174.678,1.0,
1566,166.0,1.0,10.0,166.0,left,ack518,0.0,1190.973,0.0,
1567,167.0,0.0,0.0,167.0,left,ack518,0.0,1310.2469999999998,1.0,
1568,168.0,0.0,0.0,168.0,left,ack518,0.0,1329.564,1.0,
1569,169.0,1.0,15.0,169.0,left,ack518,1.0,2693.598,1.0,
1570,170.0,0.0,0.0,170.0,left,ack518,0.0,3186.215,1.0,
1571,171.0,0.0,0.0,171.0,left,ack518,0.0,1464.1360000000002,1.0,
1572,172.0,0.0,0.0,172.0,left,ack518,0.0,999.72,1.0,
1573,173.0,0.0,0.0,173.0,left,ack518,0.0,1128.883,1.0,
1574,174.0,1.0,60.0,174.0,left,ack518,1.0,3065.647,1.0,
1575,175.0,0.0,0.0,175.0,left,ack518,0.0,1391.454,1.0,
1576,176.0,0.0,0.0,176.0,left,ack518,0.0,1179.456,1.0,
1577,177.0,1.0,15.0,177.0,left,ack518,0.0,1191.813,0.0,
1578,178.0,0.0,0.0,178.0,left,ack518,0.0,1091.81,1.0,
1579,179.0,1.0,25.0,179.0,left,ack518,1.0,1492.649,1.0,
1580,180.0,1.0,25.0,180.0,left,ack518,1.0,1858.093,1.0,
1581,181.0,1.0,15.0,181.0,left,ack518,0.0,1637.835,0.0,
1582,182.0,1.0,10.0,182.0,left,ack518,0.0,3072.129,0.0,
1583,183.0,0.0,0.0,183.0,left,ack518,0.0,1211.66,1.0,
1584,184.0,0.0,0.0,184.0,left,ack518,0.0,1339.023,1.0,
1585,185.0,1.0,15.0,185.0,left,ack518,0.0,2729.0350000000003,0.0,
1586,186.0,1.0,10.0,186.0,left,ack518,0.0,1165.325,0.0,
