trialResp.keys,trialResp.corr,trialResp.rt,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loop.ran,loop.order,imagefile,corrAns,angle,participant,session,date,expName,psychopyVersion,frameRate
d,1,4.964999914,1,0,100,95,1,99,i44_100_R.jpg,d,100,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
s,1,6.038000107,1,0,100,81,1,99,i37_150.jpg,s,150,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
d,1,3.167000055,1,0,100,3,1,99,i2_50_R.jpg,d,50,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
s,1,1.861000061,1,0,100,63,1,99,i29_50.jpg,s,50,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
s,1,3.131999969,1,0,100,68,1,99,i31_150.jpg,s,150,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
s,1,1.339999914,1,0,100,56,1,99,i26_50.jpg,s,50,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
d,1,5.177999973,1,0,100,87,1,99,i40_100_R.jpg,d,100,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
d,1,3.800000191,1,0,100,5,1,99,i3_50_R.jpg,d,50,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
s,1,0.996999979,1,0,100,29,1,99,i14_0.jpg,s,0,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
s,1,1.495000124,1,0,100,45,1,99,i21_50.jpg,s,50,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
d,1,2.683000088,1,0,100,16,1,99,i8_50_R.jpg,d,50,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
d,0,3.920000076,1,0,100,64,1,99,i29_150.jpg,s,150,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
d,1,3.599999905,1,0,100,91,1,99,i42_100_R.jpg,d,100,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
s,1,2.148999929,1,0,100,2,1,99,i1_100.jpg,s,100,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
d,1,2.863999844,1,0,100,85,1,99,i39_100_R.jpg,d,100,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
s,0,1.112999916,1,0,100,55,1,99,i25_150_R.jpg,d,150,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
s,1,2.815000057,1,0,100,20,1,99,i9_100.jpg,s,100,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
d,1,4.30700016,1,0,100,69,1,99,i32_100_R.jpg,d,100,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
d,1,2.101000071,1,0,100,12,1,99,i6_50_R.jpg,d,50,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
d,1,1.763999939,1,0,100,1,1,99,i1_50_R.jpg,d,50,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
s,1,2.568000078,1,0,100,83,1,99,i38_150.jpg,s,150,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
s,1,1.309000015,1,0,100,86,1,99,i39_150.jpg,s,150,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
d,1,1.58100009,1,0,100,27,1,99,i13_50_R.jpg,d,50,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
s,1,2.570000172,1,0,100,54,1,99,i25_50.jpg,s,50,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
s,1,3.467000008,1,0,100,61,1,99,i28_150.jpg,s,150,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
s,1,1.013000011,1,0,100,34,1,99,i16_50.jpg,s,50,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
s,1,1.013000011,1,0,100,41,1,99,i19_50.jpg,s,50,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
d,1,1.486999989,1,0,100,48,1,99,i22_150_R.jpg,d,150,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
d,1,2.149000168,1,0,100,89,1,99,i41_100_R.jpg,d,100,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
s,1,0.995000124,1,0,100,0,1,99,i1_0.jpg,s,0,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
d,1,2.03399992,1,0,100,10,1,99,i5_50_R.jpg,d,50,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
s,1,1.465000153,1,0,100,26,1,99,i12_100.jpg,s,100,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
s,1,0.878000021,1,0,100,47,1,99,i22_50.jpg,s,50,kd27,001,2019-10-16_10h06.49.958,MentalRotationFinal,3.1.2,60
