trialResp.keys,trialResp.corr,trialResp.rt,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loop.ran,loop.order,x_pos,y_pos,stim_file,corr_ans,participant,session,date,expName,psychopyVersion,OS,frameRate
down,1,0.453999996,1,0,200,106,1,199,-0.107176767,-0.13195886,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,0.657999992,1,0,200,7,1,199,-0.1663804,-0.034893589,gabor_stims/gabor_10.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
up,1,0.771000147,1,0,200,70,1,199,0.086808495,0.146165267,gabor_stims/gabor_50.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
up,1,0.336999893,1,0,200,85,1,199,0.059762514,0.159149118,gabor_stims/gabor_50.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
up,1,0.286000013,1,0,200,98,1,199,0.090071833,0.1441772,gabor_stims/gabor_50.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,4.176000118,1,0,200,129,1,199,-0.131355623,0.107915246,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,1.557999849,1,0,200,122,1,199,-0.138853575,-0.098079992,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,1.221999884,1,0,200,32,1,199,0.025010957,-0.168150088,gabor_stims/gabor_10.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,0.576999903,1,0,200,24,1,199,-0.159804619,-0.057986926,gabor_stims/gabor_10.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,0.721999884,1,0,200,9,1,199,-0.163528916,0.046457438,gabor_stims/gabor_10.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
up,0,0.541999817,1,0,200,148,1,199,0.068229399,0.155707254,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,0.007999897,1,0,200,119,1,199,0.043640452,0.164303107,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,0.356999874,1,0,200,5,1,199,-0.155381307,0.068968466,gabor_stims/gabor_10.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,0.519999981,1,0,200,139,1,199,-0.050476602,0.162333338,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,0.552000046,1,0,200,127,1,199,0.06210505,0.158249685,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,0.706999779,1,0,200,199,1,199,-0.123501559,0.116821936,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,1.575999975,1,0,200,67,1,199,0.102337185,0.135746457,gabor_stims/gabor_50.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,1.207000017,1,0,200,101,1,199,0.162609733,0.049578976,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,1.110000134,1,0,200,107,1,199,0.121701786,0.118695726,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,0.580000162,1,0,200,2,1,199,0.022137002,-0.168552523,gabor_stims/gabor_10.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
up,1,0.436000109,1,0,200,54,1,199,-0.169094287,0.017524904,gabor_stims/gabor_50.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,0.13499999,1,0,200,158,1,199,-0.04900056,-0.162784966,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,1.122999907,1,0,200,185,1,199,0.168661252,0.021292769,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,0.503000021,1,0,200,20,1,199,-0.119205799,-0.121202218,gabor_stims/gabor_10.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,0.753999949,1,0,200,90,1,199,0.156613114,-0.066123616,gabor_stims/gabor_50.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,1.673999786,1,0,200,18,1,199,0.063974154,0.157503358,gabor_stims/gabor_10.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,0.526000023,1,0,200,11,1,199,0.155141153,-0.069506996,gabor_stims/gabor_10.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,0.84100008,1,0,200,81,1,199,-0.15462341,-0.070651264,gabor_stims/gabor_50.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,0.924000025,1,0,200,163,1,199,0.03960506,0.165322228,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,0.370000124,1,0,200,190,1,199,0.140321209,0.095968527,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,1.335000038,1,0,200,141,1,199,-0.119175612,-0.1212319,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
up,0,1.732000113,1,0,200,166,1,199,-0.161811398,-0.052125535,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,1.774999857,1,0,200,159,1,199,-0.169818872,-0.007845419,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,1.276000023,1,0,200,80,1,199,-0.001336135,-0.169994749,gabor_stims/gabor_50.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,0.737999916,1,0,200,45,1,199,-0.034678738,-0.166425314,gabor_stims/gabor_10.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,1.126999855,1,0,200,111,1,199,-0.164517738,-0.042824219,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,0.704999924,1,0,200,14,1,199,-0.061990748,0.158294495,gabor_stims/gabor_10.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,0.636000156,1,0,200,155,1,199,0.131607352,-0.107608108,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,1.711000204,1,0,200,6,1,199,0.05255367,-0.161672854,gabor_stims/gabor_10.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,1.055999994,1,0,200,63,1,199,0.018079192,-0.169035922,gabor_stims/gabor_50.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,0.655999899,1,0,200,172,1,199,-0.146657587,-0.085974137,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,0.436000109,1,0,200,114,1,199,-0.163014903,0.04823009,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,0.917000055,1,0,200,124,1,199,-0.138024344,0.099243541,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,1.789000034,1,0,200,167,1,199,-0.022147827,0.168551101,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,0.715000153,1,0,200,49,1,199,-0.14332097,-0.091428112,gabor_stims/gabor_10.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,0.71999979,1,0,200,196,1,199,0.081708667,0.149076134,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,0.697000027,1,0,200,198,1,199,-0.014188045,-0.169406905,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,1.64199996,1,0,200,181,1,199,0.108973057,-0.130479396,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,0.838999987,1,0,200,189,1,199,-0.119969555,-0.120446278,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,0.635999918,1,0,200,30,1,199,0.169893076,0.006028486,gabor_stims/gabor_10.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,1.529000044,1,0,200,42,1,199,-0.160325583,-0.056530589,gabor_stims/gabor_10.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
up,1,0.462000132,1,0,200,73,1,199,0.123188687,0.117151814,gabor_stims/gabor_50.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,0,1.229000092,1,0,200,0,1,199,0.10362843,0.134763305,gabor_stims/gabor_10.png,up,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
up,0,2.81099987,1,0,200,161,1,199,-0.125487299,0.114686258,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,1.041000128,1,0,200,125,1,199,-0.011178754,0.169632059,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,0.879000187,1,0,200,100,1,199,0.118593409,-0.121801491,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,0.422999859,1,0,200,128,1,199,0.169987421,-0.002068034,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
down,1,0.677999973,1,0,200,153,1,199,0.053293217,-0.161430583,gabor_stims/gabor_00.png,down,mm86,001,2019-11-13_10h09.50.462,sdt_gabor,3.2.4,MacIntel,60
