trialResp.keys,trialResp.corr,trialResp.rt,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loop.ran,loop.order,x_pos,y_pos,stim_file,corr_ans,participant,session,date,expName,psychopyVersion,OS,frameRate
down,0,0.701999903,1,0,200,50,1,199,-0.167342323,-0.029942393,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,1.124000072,1,0,200,173,1,199,0.130272863,0.109219875,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,1.223999977,1,0,200,24,1,199,-0.159804619,-0.057986926,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,1.835999966,1,0,200,121,1,199,0.153979785,-0.072043223,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,1.220000029,1,0,200,178,1,199,-0.133355778,0.105433564,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.934000015,1,0,200,13,1,199,-0.086859332,0.146135063,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,1.25,1,0,200,58,1,199,-0.098617,-0.138472695,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.976999998,1,0,200,115,1,199,0.058386141,0.159659195,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.768999815,1,0,200,116,1,199,-0.149107306,-0.081651769,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.684999943,1,0,200,26,1,199,0.070461534,-0.154709961,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,1.419000149,1,0,200,0,1,199,0.10362843,0.134763305,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,1.851999998,1,0,200,9,1,199,-0.163528916,0.046457438,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.917999983,1,0,200,21,1,199,0.165504132,-0.038837898,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
up,1,1.371000051,1,0,200,5,1,199,-0.155381307,0.068968466,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
up,1,0.967000008,1,0,200,16,1,199,0.04858684,0.162908929,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,1.250999928,1,0,200,12,1,199,0.16068794,-0.055492214,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.773000002,1,0,200,163,1,199,0.03960506,0.165322228,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,3.018000126,1,0,200,168,1,199,-0.119890626,-0.120524844,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
up,1,1.134000063,1,0,200,94,1,199,-0.091330074,-0.143383463,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
